species,assembly_type,software,field,operator,value,severity,source,special_field
Burkholderia cepacia,all,Quast,GC (%),>=,65.86,fail,qualibact-v1.0,
Burkholderia cepacia,all,Quast,GC (%),>=,65.91,warn,qualibact-v1.0,
Burkholderia cepacia,all,Quast,Total length (>= 0 bp),<=,9500000,fail,qualibact-v1.0,
Burkholderia cepacia,all,Quast,Total length (>= 0 bp),<=,9400000,warn,qualibact-v1.0,
Burkholderia cepacia,all,Quast,Total length (>= 0 bp),>=,6400000,fail,qualibact-v1.0,
Burkholderia cepacia,all,Quast,Total length (>= 0 bp),>=,7300000,warn,qualibact-v1.0,
Burkholderia cepacia,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Burkholderia cepacia,all,Speciator,genusName,regex,^Burkholderia,fail,qualibact-v1.0,
Burkholderia cepacia,all,Speciator,speciesName,regex,^Burkholderia cepacia,fail,qualibact-v1.0,species_field
Burkholderia cepacia,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Burkholderia cepacia,all,Sylph,species_name,regex,^Burkholderia cepacia,fail,qualibact-v1.0,species_field
Burkholderia cepacia,short,Checkm,# contigs,<=,350,fail,qualibact-v1.0,
Burkholderia cepacia,short,Checkm,# contigs,<=,250,warn,qualibact-v1.0,
Burkholderia cepacia,short,Checkm,N50 (scaffolds),>=,78000,fail,qualibact-v1.0,
Burkholderia cepacia,short,Checkm,N50 (scaffolds),>=,94000,warn,qualibact-v1.0,
Burkholderia cepacia,short,Quast,# contigs (>= 0 bp),<=,350,fail,qualibact-v1.0,
Burkholderia cepacia,short,Quast,# contigs (>= 0 bp),<=,250,warn,qualibact-v1.0,
Burkholderia cepacia,short,Quast,N50,>=,78000,fail,qualibact-v1.0,
Burkholderia cepacia,short,Quast,N50,>=,94000,warn,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,Completeness,>=,93,fail,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,Contamination,<=,3,fail,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,Contamination,<=,3,warn,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,GC,<=,72.02,fail,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,GC,<=,69.97,warn,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,GC,>=,65.75,fail,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,GC,>=,65.79,warn,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,Genome size (bp),<=,9900000,fail,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,Genome size (bp),<=,9400000,warn,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,Genome size (bp),>=,7000000,fail,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,Genome size (bp),>=,7300000,warn,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,Total_Coding_Sequences,<=,9100,fail,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,Total_Coding_Sequences,<=,8700,warn,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,Total_Coding_Sequences,>=,6300,fail,qualibact-v1.0,
Burkholderia contaminans,all,Checkm,Total_Coding_Sequences,>=,6600,warn,qualibact-v1.0,
Burkholderia contaminans,all,Quast,GC (%),<=,72.02,fail,qualibact-v1.0,
Burkholderia contaminans,all,Quast,GC (%),<=,69.97,warn,qualibact-v1.0,
Burkholderia contaminans,all,Quast,GC (%),>=,65.75,fail,qualibact-v1.0,
Burkholderia contaminans,all,Quast,GC (%),>=,65.79,warn,qualibact-v1.0,
Burkholderia contaminans,all,Quast,Total length (>= 0 bp),<=,9900000,fail,qualibact-v1.0,
Burkholderia contaminans,all,Quast,Total length (>= 0 bp),<=,9400000,warn,qualibact-v1.0,
Burkholderia contaminans,all,Quast,Total length (>= 0 bp),>=,7000000,fail,qualibact-v1.0,
Burkholderia contaminans,all,Quast,Total length (>= 0 bp),>=,7300000,warn,qualibact-v1.0,
Burkholderia contaminans,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Burkholderia contaminans,all,Speciator,genusName,regex,^Burkholderia,fail,qualibact-v1.0,
Burkholderia contaminans,all,Speciator,speciesName,regex,^Burkholderia contaminans,fail,qualibact-v1.0,species_field
Burkholderia contaminans,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Burkholderia contaminans,all,Sylph,species_name,regex,^Burkholderia contaminans,fail,qualibact-v1.0,species_field
Burkholderia contaminans,short,Checkm,# contigs,<=,630,fail,qualibact-v1.0,
Burkholderia contaminans,short,Checkm,# contigs,<=,520,warn,qualibact-v1.0,
Burkholderia contaminans,short,Checkm,N50 (scaffolds),>=,27000,fail,qualibact-v1.0,
Burkholderia contaminans,short,Checkm,N50 (scaffolds),>=,34000,warn,qualibact-v1.0,
Burkholderia contaminans,short,Quast,# contigs (>= 0 bp),<=,630,fail,qualibact-v1.0,
Burkholderia contaminans,short,Quast,# contigs (>= 0 bp),<=,520,warn,qualibact-v1.0,
Burkholderia contaminans,short,Quast,N50,>=,27000,fail,qualibact-v1.0,
Burkholderia contaminans,short,Quast,N50,>=,34000,warn,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,Completeness,>=,100,fail,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,Contamination,<=,3,fail,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,Contamination,<=,2,warn,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,GC,<=,67.12,fail,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,GC,<=,67.12,warn,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,GC,>=,66.93,fail,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,GC,>=,67.02,warn,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,Genome size (bp),<=,6600000,fail,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,Genome size (bp),<=,6400000,warn,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,Genome size (bp),>=,6100000,fail,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,Genome size (bp),>=,6200000,warn,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,Total_Coding_Sequences,<=,6100,fail,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,Total_Coding_Sequences,<=,6100,warn,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,Total_Coding_Sequences,>=,5500,fail,qualibact-v1.0,
Burkholderia dolosa,all,Checkm,Total_Coding_Sequences,>=,5500,warn,qualibact-v1.0,
Burkholderia dolosa,all,Quast,GC (%),<=,67.12,fail,qualibact-v1.0,
Burkholderia dolosa,all,Quast,GC (%),<=,67.12,warn,qualibact-v1.0,
Burkholderia dolosa,all,Quast,GC (%),>=,66.93,fail,qualibact-v1.0,
Burkholderia dolosa,all,Quast,GC (%),>=,67.02,warn,qualibact-v1.0,
Burkholderia dolosa,all,Quast,Total length (>= 0 bp),<=,6600000,fail,qualibact-v1.0,
Burkholderia dolosa,all,Quast,Total length (>= 0 bp),<=,6400000,warn,qualibact-v1.0,
Burkholderia dolosa,all,Quast,Total length (>= 0 bp),>=,6100000,fail,qualibact-v1.0,
Burkholderia dolosa,all,Quast,Total length (>= 0 bp),>=,6200000,warn,qualibact-v1.0,
Burkholderia dolosa,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Burkholderia dolosa,all,Speciator,genusName,regex,^Burkholderia,fail,qualibact-v1.0,
Burkholderia dolosa,all,Speciator,speciesName,regex,^Burkholderia dolosa,fail,qualibact-v1.0,species_field
Burkholderia dolosa,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Burkholderia dolosa,all,Sylph,species_name,regex,^Burkholderia dolosa,fail,qualibact-v1.0,species_field
Burkholderia dolosa,short,Checkm,# contigs,<=,700,fail,qualibact-v1.0,
Burkholderia dolosa,short,Checkm,# contigs,<=,610,warn,qualibact-v1.0,
Burkholderia dolosa,short,Checkm,N50 (scaffolds),>=,19000,fail,qualibact-v1.0,
Burkholderia dolosa,short,Checkm,N50 (scaffolds),>=,23000,warn,qualibact-v1.0,
Burkholderia dolosa,short,Quast,# contigs (>= 0 bp),<=,700,fail,qualibact-v1.0,
Burkholderia dolosa,short,Quast,# contigs (>= 0 bp),<=,610,warn,qualibact-v1.0,
Burkholderia dolosa,short,Quast,N50,>=,19000,fail,qualibact-v1.0,
Burkholderia dolosa,short,Quast,N50,>=,23000,warn,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,Completeness,>=,91,fail,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,Contamination,<=,5,fail,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,Contamination,<=,4,warn,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,GC,<=,68.31,fail,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,GC,<=,68.3,warn,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,GC,>=,67.39,fail,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,GC,>=,67.8,warn,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,Genome size (bp),<=,9100000,fail,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,Genome size (bp),<=,8700000,warn,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,Genome size (bp),>=,7600000,fail,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,Genome size (bp),>=,7800000,warn,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,Total_Coding_Sequences,<=,8100,fail,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,Total_Coding_Sequences,<=,7600,warn,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,Total_Coding_Sequences,>=,6600,fail,qualibact-v1.0,
Burkholderia gladioli,all,Checkm,Total_Coding_Sequences,>=,6700,warn,qualibact-v1.0,
Burkholderia gladioli,all,Quast,GC (%),<=,68.31,fail,qualibact-v1.0,
Burkholderia gladioli,all,Quast,GC (%),<=,68.3,warn,qualibact-v1.0,
Burkholderia gladioli,all,Quast,GC (%),>=,67.39,fail,qualibact-v1.0,
Burkholderia gladioli,all,Quast,GC (%),>=,67.8,warn,qualibact-v1.0,
Burkholderia gladioli,all,Quast,Total length (>= 0 bp),<=,9100000,fail,qualibact-v1.0,
Burkholderia gladioli,all,Quast,Total length (>= 0 bp),<=,8700000,warn,qualibact-v1.0,
Burkholderia gladioli,all,Quast,Total length (>= 0 bp),>=,7600000,fail,qualibact-v1.0,
Burkholderia gladioli,all,Quast,Total length (>= 0 bp),>=,7800000,warn,qualibact-v1.0,
Burkholderia gladioli,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Burkholderia gladioli,all,Speciator,genusName,regex,^Burkholderia,fail,qualibact-v1.0,
Burkholderia gladioli,all,Speciator,speciesName,regex,^Burkholderia gladioli,fail,qualibact-v1.0,species_field
Burkholderia gladioli,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Burkholderia gladioli,all,Sylph,species_name,regex,^Burkholderia gladioli,fail,qualibact-v1.0,species_field
Burkholderia gladioli,short,Checkm,# contigs,<=,390,fail,qualibact-v1.0,
Burkholderia gladioli,short,Checkm,# contigs,<=,300,warn,qualibact-v1.0,
Burkholderia gladioli,short,Checkm,N50 (scaffolds),>=,58000,fail,qualibact-v1.0,
Burkholderia gladioli,short,Checkm,N50 (scaffolds),>=,75000,warn,qualibact-v1.0,
Burkholderia gladioli,short,Quast,# contigs (>= 0 bp),<=,390,fail,qualibact-v1.0,
Burkholderia gladioli,short,Quast,# contigs (>= 0 bp),<=,300,warn,qualibact-v1.0,
Burkholderia gladioli,short,Quast,N50,>=,58000,fail,qualibact-v1.0,
Burkholderia gladioli,short,Quast,N50,>=,75000,warn,qualibact-v1.0,
Burkholderia mallei,all,Checkm,Completeness,>=,94,fail,qualibact-v1.0,
Burkholderia mallei,all,Checkm,Completeness,>=,100,warn,qualibact-v1.0,
Burkholderia mallei,all,Checkm,Contamination,<=,6,fail,qualibact-v1.0,
Burkholderia mallei,all,Checkm,Contamination,<=,3,warn,qualibact-v1.0,
Burkholderia mallei,all,Checkm,GC,<=,68.52,fail,qualibact-v1.0,
Burkholderia mallei,all,Checkm,GC,<=,68.31,warn,qualibact-v1.0,
Burkholderia mallei,all,Checkm,GC,>=,67.89,fail,qualibact-v1.0,
Burkholderia mallei,all,Checkm,GC,>=,67.95,warn,qualibact-v1.0,
Burkholderia mallei,all,Checkm,Genome size (bp),<=,7400000,fail,qualibact-v1.0,
Burkholderia mallei,all,Checkm,Genome size (bp),<=,7400000,warn,qualibact-v1.0,
Burkholderia mallei,all,Checkm,Genome size (bp),>=,5200000,fail,qualibact-v1.0,
Burkholderia mallei,all,Checkm,Genome size (bp),>=,6900000,warn,qualibact-v1.0,
Burkholderia mallei,all,Checkm,Total_Coding_Sequences,<=,6400,fail,qualibact-v1.0,
Burkholderia mallei,all,Checkm,Total_Coding_Sequences,<=,6300,warn,qualibact-v1.0,
Burkholderia mallei,all,Checkm,Total_Coding_Sequences,>=,4700,fail,qualibact-v1.0,
Burkholderia mallei,all,Checkm,Total_Coding_Sequences,>=,5800,warn,qualibact-v1.0,
Burkholderia mallei,all,Quast,GC (%),<=,68.52,fail,qualibact-v1.0,
Burkholderia mallei,all,Quast,GC (%),<=,68.31,warn,qualibact-v1.0,
Burkholderia mallei,all,Quast,GC (%),>=,67.89,fail,qualibact-v1.0,
Burkholderia mallei,all,Quast,GC (%),>=,67.95,warn,qualibact-v1.0,
Burkholderia mallei,all,Quast,Ns per 100 kbp,<=,1000,fail,custom,
Burkholderia mallei,all,Quast,Total length (>= 0 bp),<=,7400000,fail,qualibact-v1.0,
Burkholderia mallei,all,Quast,Total length (>= 0 bp),<=,7400000,warn,qualibact-v1.0,
Burkholderia mallei,all,Quast,Total length (>= 0 bp),>=,5200000,fail,qualibact-v1.0,
Burkholderia mallei,all,Quast,Total length (>= 0 bp),>=,6900000,warn,qualibact-v1.0,
Burkholderia mallei,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Burkholderia mallei,all,Speciator,genusName,regex,^Burkholderia,fail,qualibact-v1.0,
Burkholderia mallei,all,Speciator,speciesName,regex,^Burkholderia mallei,fail,qualibact-v1.0,species_field
Burkholderia mallei,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Burkholderia mallei,all,Sylph,species_name,regex,^Burkholderia mallei,fail,qualibact-v1.0,species_field
Burkholderia mallei,short,Ariba,percent,=,100,fail,custom,
Burkholderia mallei,short,Checkm,# contigs,<=,620,fail,qualibact-v1.0,
Burkholderia mallei,short,Checkm,# contigs,<=,480,warn,qualibact-v1.0,
Burkholderia mallei,short,Checkm,N50 (scaffolds),>=,26000,fail,qualibact-v1.0,
Burkholderia mallei,short,Checkm,N50 (scaffolds),>=,36000,warn,qualibact-v1.0,
Burkholderia mallei,short,Quast,# contigs (>= 0 bp),<=,620,fail,qualibact-v1.0,
Burkholderia mallei,short,Quast,# contigs (>= 0 bp),<=,480,warn,qualibact-v1.0,
Burkholderia mallei,short,Quast,N50,>=,26000,fail,qualibact-v1.0,
Burkholderia mallei,short,Quast,N50,>=,36000,warn,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,Completeness,>=,96,fail,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,Contamination,<=,4,fail,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,Contamination,<=,1,warn,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,GC,<=,67.47,fail,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,GC,<=,67.45,warn,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,GC,>=,66.54,fail,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,GC,>=,66.77,warn,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,Genome size (bp),<=,7300000,fail,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,Genome size (bp),<=,6900000,warn,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,Genome size (bp),>=,6000000,fail,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,Genome size (bp),>=,6100000,warn,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,Total_Coding_Sequences,<=,6700,fail,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,Total_Coding_Sequences,<=,6500,warn,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,Total_Coding_Sequences,>=,5300,fail,qualibact-v1.0,
Burkholderia multivorans,all,Checkm,Total_Coding_Sequences,>=,5500,warn,qualibact-v1.0,
Burkholderia multivorans,all,Quast,GC (%),<=,67.47,fail,qualibact-v1.0,
Burkholderia multivorans,all,Quast,GC (%),<=,67.45,warn,qualibact-v1.0,
Burkholderia multivorans,all,Quast,GC (%),>=,66.54,fail,qualibact-v1.0,
Burkholderia multivorans,all,Quast,GC (%),>=,66.77,warn,qualibact-v1.0,
Burkholderia multivorans,all,Quast,Total length (>= 0 bp),<=,7300000,fail,qualibact-v1.0,
Burkholderia multivorans,all,Quast,Total length (>= 0 bp),<=,6900000,warn,qualibact-v1.0,
Burkholderia multivorans,all,Quast,Total length (>= 0 bp),>=,6000000,fail,qualibact-v1.0,
Burkholderia multivorans,all,Quast,Total length (>= 0 bp),>=,6100000,warn,qualibact-v1.0,
Burkholderia multivorans,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Burkholderia multivorans,all,Speciator,genusName,regex,^Burkholderia,fail,qualibact-v1.0,
Burkholderia multivorans,all,Speciator,speciesName,regex,^Burkholderia multivorans,fail,qualibact-v1.0,species_field
Burkholderia multivorans,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Burkholderia multivorans,all,Sylph,species_name,regex,^Burkholderia multivorans,fail,qualibact-v1.0,species_field
Burkholderia multivorans,short,Checkm,# contigs,<=,710,fail,qualibact-v1.0,
Burkholderia multivorans,short,Checkm,# contigs,<=,620,warn,qualibact-v1.0,
Burkholderia multivorans,short,Checkm,N50 (scaffolds),>=,22000,fail,qualibact-v1.0,
Burkholderia multivorans,short,Checkm,N50 (scaffolds),>=,31000,warn,qualibact-v1.0,
Burkholderia multivorans,short,Quast,# contigs (>= 0 bp),<=,710,fail,qualibact-v1.0,
Burkholderia multivorans,short,Quast,# contigs (>= 0 bp),<=,620,warn,qualibact-v1.0,
Burkholderia multivorans,short,Quast,N50,>=,22000,fail,qualibact-v1.0,
Burkholderia multivorans,short,Quast,N50,>=,31000,warn,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,Completeness,>=,99,fail,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,Contamination,<=,3,fail,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,Contamination,<=,3,warn,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,GC,<=,67.19,fail,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,GC,<=,67.14,warn,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,GC,>=,66.48,fail,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,GC,>=,66.58,warn,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,Genome size (bp),<=,8100000,fail,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,Genome size (bp),<=,8000000,warn,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,Genome size (bp),>=,6400000,fail,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,Genome size (bp),>=,6700000,warn,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,Total_Coding_Sequences,<=,8100,fail,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,Total_Coding_Sequences,<=,7900,warn,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,Total_Coding_Sequences,>=,5700,fail,qualibact-v1.0,
Burkholderia orbicola,all,Checkm,Total_Coding_Sequences,>=,6200,warn,qualibact-v1.0,
Burkholderia orbicola,all,Quast,GC (%),<=,67.19,fail,qualibact-v1.0,
Burkholderia orbicola,all,Quast,GC (%),<=,67.14,warn,qualibact-v1.0,
Burkholderia orbicola,all,Quast,GC (%),>=,66.48,fail,qualibact-v1.0,
Burkholderia orbicola,all,Quast,GC (%),>=,66.58,warn,qualibact-v1.0,
Burkholderia orbicola,all,Quast,Total length (>= 0 bp),<=,8100000,fail,qualibact-v1.0,
Burkholderia orbicola,all,Quast,Total length (>= 0 bp),<=,8000000,warn,qualibact-v1.0,
Burkholderia orbicola,all,Quast,Total length (>= 0 bp),>=,6400000,fail,qualibact-v1.0,
Burkholderia orbicola,all,Quast,Total length (>= 0 bp),>=,6700000,warn,qualibact-v1.0,
Burkholderia orbicola,all,Speciator,confidence,regex,^good$,fail,qualibact-v1.0,
Burkholderia orbicola,all,Speciator,genusName,regex,^Burkholderia,fail,qualibact-v1.0,
Burkholderia orbicola,all,Speciator,speciesName,regex,^Burkholderia orbicola,fail,qualibact-v1.0,species_field
Burkholderia orbicola,all,Sylph,number_of_genomes,=,1,fail,qualibact-v1.0,
Burkholderia orbicola,all,Sylph,species_name,regex,^Burkholderia orbicola,fail,qualibact-v1.0,species_field
Burkholderia orbicola,short,Checkm,# contigs,<=,1800,fail,qualibact-v1.0,
Burkholderia orbicola,short,Checkm,# contigs,<=,1520,warn,qualibact-v1.0,
Burkholderia orbicola,short,Checkm,N50 (scaffolds),>=,8000,fail,qualibact-v1.0,
Burkholderia orbicola,short,Checkm,N50 (scaffolds),>=,10000,warn,qualibact-v1.0,
Burkholderia orbicola,short,Quast,# contigs (>= 0 bp),<=,1800,fail,qualibact-v1.0,
Burkholderia orbicola,short,Quast,# contigs (>= 0 bp),<=,1520,warn,qualibact-v1.0,
Burkholderia orbicola,short,Quast,N50,>=,8000,fail,qualibact-v1.0,
Burkholderia orbicola,short,Quast,N50,>=,10000,warn,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,Completeness,>=,99,fail,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,Completeness,>=,99,warn,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,Contamination,<=,2,fail,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,Contamination,<=,2,warn,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,GC,<=,67.76,fail,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,GC,<=,67.75,warn,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,GC,>=,67.21,fail,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,GC,>=,67.33,warn,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,Genome size (bp),<=,8200000,fail,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,Genome size (bp),<=,8100000,warn,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,Genome size (bp),>=,7400000,fail,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,Genome size (bp),>=,7500000,warn,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,Total_Coding_Sequences,<=,7300,fail,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,Total_Coding_Sequences,<=,7200,warn,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,Total_Coding_Sequences,>=,6600,fail,qualibact-v1.0,
Burkholderia stagnalis,all,Checkm,Total_Coding_Sequences,>=,6600,warn,qualibact-v1.0,
Burkholderia stagnalis,all,Quast,GC (%),<=,67.76,fail,qualibact-v1.0,
Burkholderia stagnalis,all,Quast,GC (%),<=,67.75,warn,qualibact-v1.0,
Burkholderia stagnalis,all,Quast,GC (%),>=,67.21,fail,qualibact-v1.0,
Burkholderia stagnalis,all,Quast,GC (%),>=,67.33,warn,qualibact-v1.0,
Burkholderia stagnalis,all,Quast,Total length (>= 0 bp),<=,8200000,fail,qualibact-v1.0,
Burkholderia stagnalis,all,Quast,Total length (>= 0 bp),<=,8100000,warn,qualibact-v1.0,
Burkholderia stagnalis,all,Quast,Total length (>= 0 bp),>=,7400000,fail,qualibact-v1.0,
Burkholderia stagnalis,all,Quast,Total length (>= 0 bp),>=,7500000,warn,qualibact-v1.0,
